termi;käsite;käännettävyys;kieli;sanaluokka;sanamuoto;perussanatyyppi;johdostyyppi;status;etymologia
pedaattinen;jalkamainen;;suomi;adjektiivi;yhdistämätön;;-ttinen;;
handflipóttur með skerta hliðarflipa;jalkamainen;=;islanti;;;;;;
handflipóttur og breiýastur neýst;jalkamainen;=;islanti;;;;;;
fót-;jalkamainen;=;fääri;;;;;;
foddannet;jalkamainen;=;tanska;;;;;;
fod-;jalkamainen;=;tanska;;;;;;
-;jalkamainen;=;norja;;;;;;
pedate;jalkamainen;=;englanti;;;;;;
fotflikig;jalkamainen;=;ruotsi;;;;;;
viisiosainen;viisiosainen;;suomi;adjektiivi;yhdyssana;;-inen;;
fimmdeildur;viisiosainen;=;islanti;;;;;;
fimmdeildur;viisiosainen;=;fääri;;;;;;
femtallig;viisiosainen;=;tanska;;;;;;
femtalig;viisiosainen;=;norja;;;;;;
pentamerous;viisiosainen;=;englanti;;;;;;
femtalig;viisiosainen;=;ruotsi;;;;;;
kehäliuska;kehäliuska;;suomi;substantiivi;yhdyssana;;;;
blómhlífarblað;kehäliuska;=;islanti;;;;;;
blómureivsblað;kehäliuska;=;fääri;;;;;;
blosterblade;kehäliuska;=;tanska;;;;;;
blomsterblad;kehäliuska;=;norja;;;;;;
perianth segment;kehäliuska;=;englanti;;;;;;
hylleblad;kehäliuska;<;ruotsi;;;;;;
kalkblad;kehäliuska;<;ruotsi;;;;;;
jaksottaisesti sahalaitainen;jaksottaisesti sahalaitainen;;suomi;adjektiivi;sanaliitto;;-inen;;
óreglulega sagtenntur;jaksottaisesti sahalaitainen;=;islanti;;;;;;
sagtenntur með jöfnu millibili;jaksottaisesti sahalaitainen;=;islanti;;;;;;
óregluliga sagtentur;jaksottaisesti sahalaitainen;=;fääri;;;;;;
sagtentur við jøvnum millumrúmi;jaksottaisesti sahalaitainen;=;fääri;;;;;;
periodisk savtakket;jaksottaisesti sahalaitainen;=;tanska;;;;;;
periodisk sagtannet;jaksottaisesti sahalaitainen;=;norja;;;;;;
periodically serrate;jaksottaisesti sahalaitainen;=;englanti;;;;;;
periodiskt sågad;jaksottaisesti sahalaitainen;=;ruotsi;;;;;;
terälehtimäinen;terälehtimäinen;;suomi;adjektiivi;yhdyssana;;-mAinen;;
terämäinen;terälehtimäinen;;suomi;adjektiivi;yhdistämätön;;-mAinen;;
krónublaðkenndur;terälehtimäinen;=;islanti;;;;;;
krúnublaðkendur;terälehtimäinen;=;fääri;;;;;;
kronbladlignende;terälehtimäinen;=;tanska;;;;;;
kronbladliknende;terälehtimäinen;=;norja;;;;;;
petaloid;terälehtimäinen;=;englanti;;;;;;
kronbladslik;terälehtimäinen;=;ruotsi;;;;;;
ruodillinen;ruodillinen;;suomi;adjektiivi;yhdistämätön;;-llinen;;
1 stilkaður 2 með smáblaðstilk;ruodillinen;>>;islanti;;;;;;
1 stelkaður 2 við smáblaðstelki;ruodillinen;>>;fääri;;;;;;
stilket;ruodillinen;=;tanska;;;;;;
skaftet;ruodillinen;=;norja;;;;;;
petiolate;ruodillinen;>;englanti;;;;;;
petiolulate;ruodillinen;>;englanti;;;;;;
skaftad;ruodillinen;=;ruotsi;;;;;;
smáblaðstilkur;;=;islanti;;;;;;
smáblaðstelkur;;=;fääri;;;;;;
småbladstilk;;=;tanska;;;;;;
småbladstilk;;=;norja;;;;;;
småbladskaft;;=;norja;;;;;;
petiolule;;=;englanti;;;;;;
småbladsskaft;;=;ruotsi;;;;;;
lehdykkäinen;lehdykkäinen;;suomi;adjektiivi;yhdistämätön;;-inen;;
fjaðraður;lehdykkäinen;=;islanti;;;;;;
finnutur;lehdykkäinen;=;fääri;;;;;;
finnet;lehdykkäinen;=;tanska;;;;;;
finnet;lehdykkäinen;=;norja;;;;;;
pinnate;lehdykkäinen;>;englanti;;;;;;
parbladig;lehdykkäinen;>;ruotsi;;;;;;
pikkulehdykkä;pikkulehdykkä;;suomi;substantiivi;yhdyssana;;;;
smábleðill;pikkulehdykkä;=;islanti;;;;;;
småblað;pikkulehdykkä;=;islanti;;;;;;
smáfinna;pikkulehdykkä;=;fääri;;;;;;
småblað;pikkulehdykkä;=;fääri;;;;;;
småblad af højere orden;pikkulehdykkä;=;tanska;;;;;;
småblad;pikkulehdykkä;=;tanska;;;;;;
småfinne;pikkulehdykkä;=;norja;;;;;;
småblad;pikkulehdykkä;=;norja;;;;;;
pinnule;pikkulehdykkä;=;englanti;;;;;;
leaflet;pikkulehdykkä;=;englanti;;;;;;
småblad av högre ordning;pikkulehdykkä;=;ruotsi;;;;;;
småblad;pikkulehdykkä;=;ruotsi;;;;;;
epätasaisen typäkkä;epätasaisen typäkkä;;suomi;adjektiivi;sanaliitto;;-kkA;;
poikkipäinen;epätasaisen typäkkä;;suomi;adjektiivi;yhdyssana;;-inen;;
þverskorinn;epätasaisen typäkkä;=;islanti;;;;;;
tvørskorin;epätasaisen typäkkä;=;fääri;;;;;;
avskotin;epätasaisen typäkkä;=;fääri;;;;;;
afbidt;epätasaisen typäkkä;=;tanska;;;;;;
avskåren;epätasaisen typäkkä;=;norja;;;;;;
premorse;epätasaisen typäkkä;=;englanti;;;;;;
avhuggen;epätasaisen typäkkä;=;ruotsi;;;;;;
avbiten;epätasaisen typäkkä;=;ruotsi;;;;;;
pullistuma;pullistuma;;suomi;substantiivi;yhdistämätön;4-tavuinen;;;
hnúður við grunn blaðstilks;pullistuma;=;islanti;;;;;;
knykil við blaðfót;pullistuma;=;fääri;;;;;;
pladpude;pullistuma;=;tanska;;;;;;
pladpude;pullistuma;=;norja;;;;;;
pladfeste;pullistuma;=;norja;;;;;;
pulvinus pulvinus;pullistuma;=;englanti;;;;;;
bladkudde;pullistuma;=;ruotsi;;;;;;
pohjussuomu;pohjussuomu;;suomi;substantiivi;yhdyssana;;;;
blómstæðisagnir;pohjussuomu;=;islanti;;;;;;
øgn;pohjussuomu;=;fääri;;;;;;
avne;pohjussuomu;=;tanska;;;;;;
agn;pohjussuomu;=;norja;;;;;;
støtteblad;pohjussuomu;=;norja;;;;;;
receptacular scale;pohjussuomu;=;englanti;;;;;;
korgbottenfjäll;pohjussuomu;=;ruotsi;;;;;;
matalaan mutkalaitainen;matalaan mutkalaitainen;;suomi;adjektiivi;sanaliitto;;-inen;;
smábugðóttur;matalaan mutkalaitainen;=;islanti;;;;;;
smábuktutur;matalaan mutkalaitainen;=;fääri;;;;;;
svagt bugtet;matalaan mutkalaitainen;=;tanska;;;;;;
grunt buktete;matalaan mutkalaitainen;=;norja;;;;;;
repand;matalaan mutkalaitainen;=;englanti;;;;;;
grunt buktig;matalaan mutkalaitainen;=;ruotsi;;;;;;
taapäin liuskainen;taapäin liuskainen;;suomi;adjektiivi;sanaliitto;;-inen;;
taapäin hampainen-liuskainen;taapäin liuskainen;;suomi;;;;;;
klósigflipóttur;taapäin liuskainen;=;islanti;;;;;;
klóskerdur;taapäin liuskainen;=;fääri;;;;;;
høvlformet;taapäin liuskainen;=;tanska;;;;;;
høvelformet;taapäin liuskainen;=;norja;;;;;;
runcinate;taapäin liuskainen;=;englanti;;;;;;
klotandad;taapäin liuskainen;=;ruotsi;;;;;;
verholehtimäinen;verholehtimäinen;;suomi;adjektiivi;yhdyssana;;-mAinen;;
bikarblaðkenndur;verholehtimäinen;=;islanti;;;;;;
bikarblaðkendur;verholehtimäinen;=;fääri;;;;;;
bægerbladlignende;verholehtimäinen;=;tanska;;;;;;
begerbladliknende;verholehtimäinen;=;norja;;;;;;
sepaloid;verholehtimäinen;=;englanti;;;;;;
foderbladslik;verholehtimäinen;=;ruotsi;;;;;;
hienosahainen;hienosahainen;;suomi;adjektiivi;yhdyssana;;-inen;;
fínsagtenntur;hienosahainen;=;islanti;;;;;;
fínsagtentur;hienosahainen;=;fääri;;;;;;
fint savtakket;hienosahainen;=;tanska;;;;;;
fint sagtannet;hienosahainen;=;norja;;;;;;
serrulate;hienosahainen;=;englanti;;;;;;
finsågad;hienosahainen;=;ruotsi;;;;;;
verso;verso;;suomi;substantiivi;yhdistämätön;;;;
sproti;verso;=;islanti;;;;;;
spíri;verso;=;fääri;;;;;;
nál;verso;=;fääri;;;;;;
skud;verso;=;tanska;;;;;;
skudd;verso;=;norja;;;;;;
shoot;verso;=;englanti;;;;;;
skott;verso;=;ruotsi;;;;;;
mutkalaitainen;mutkalaitainen;;suomi;adjektiivi;yhdyssana;;-inen;;
bugðóttur;mutkalaitainen;=;islanti;;;;;;
skørðutur;mutkalaitainen;=;fääri;;;;;;
bugtet;mutkalaitainen;=;tanska;;;;;;
buktet;mutkalaitainen;=;norja;;;;;;
sinuate;mutkalaitainen;=;englanti;;;;;;
buktig;mutkalaitainen;=;ruotsi;;;;;;
vågig;mutkalaitainen;=;ruotsi;;;;;;
lovi;lovi;;suomi;substantiivi;yhdistämätön;2-tavuinen i-loppuinen;;;
skerðing;lovi;=;islanti;;;;;;
vik;lovi;=;islanti;;;;;;
innvik;lovi;=;fääri;;;;;;
indbugtning;lovi;=;tanska;;;;;;
innbuktning;lovi;=;norja;;;;;;
sinus;lovi;=;englanti;;;;;;
inbuktning;lovi;=;ruotsi;;;;;;
puikelon suojuslehti;puikelon suojuslehti;;suomi;substantiivi;sanaliitto;;;;
spatha;puikelon suojuslehti;;suomi;substantiivi;yhdistämätön;2-tavuinen A-loppuinen;;;
hulsturblað;puikelon suojuslehti;=;islanti;;;;;;
hylkisblað;puikelon suojuslehti;=;fääri;;;;;;
hylsterblad;puikelon suojuslehti;=;tanska;;;;;;
hylsterblad;puikelon suojuslehti;=;norja;;;;;;
spathe;puikelon suojuslehti;=;englanti;;;;;;
hölsterblad;puikelon suojuslehti;=;ruotsi;;;;;;
piikki;piikki;;suomi;substantiivi;yhdistämätön;2-tavuinen i-loppuinen;;;
(blað)þyrnir;piikki;=;islanti;;;;;;
(blað)tornur;piikki;=;fääri;;;;;;
(blad)torn;piikki;=;tanska;;;;;;
torn;piikki;=;norja;;;;;;
spine;piikki;=;englanti;;;;;;
thorn;piikki;=;englanti;;;;;;
bladtorn;piikki;=;ruotsi;;;;;;
tagg;piikki;=;ruotsi;;;;;;
torn;piikki;=;ruotsi;;;;;;
itiölehti;itiölehti;;suomi;substantiivi;yhdyssana;;;;
sporofylli;itiölehti;;suomi;substantiivi;yhdyssana;;;;
gróblað;itiölehti;=;islanti;;;;;;
gróblað;itiölehti;=;fääri;;;;;;
sporofyl;itiölehti;=;tanska;;;;;;
sporofyll;itiölehti;=;norja;;;;;;
itiöpesäkelehti;itiölehti;;suomi;substantiivi;yhdyssana;;;;
pesäkelehti;itiölehti;;suomi;substantiivi;yhdyssana;;;;
sporophyll;itiölehti;=;englanti;;;;;;
sporofyll;itiölehti;=;ruotsi;;;;;;
sporfjäll;itiölehti;=;ruotsi;;;;;;
lehdykän korvake;lehdykän korvake;;suomi;substantiivi;sanaliitto;;;;
aukaaxlablað;lehdykän korvake;=;islanti;;;;;;
eykaakslarblað;lehdykän korvake;=;fääri;;;;;;
fodflig;lehdykän korvake;=;tanska;;;;;;
akselblad;lehdykän korvake;=;tanska;;;;;;
stipel;lehdykän korvake;=;tanska;;;;;;
øreblad;lehdykän korvake;=;norja;;;;;;
stipel;lehdykän korvake;=;norja;;;;;;
stipel;lehdykän korvake;=;englanti;;;;;;
stipell;lehdykän korvake;=;ruotsi;;;;;;
korvakkeellinen;korvakkeellinen;;suomi;adjektiivi;yhdistämätön;;-llinen;;
með axlablöð;korvakkeellinen;=;islanti;;;;;;
við akslarbløðum;korvakkeellinen;=;fääri;;;;;;
med fodflige/akselblade;korvakkeellinen;=;tanska;;;;;;
med stipler/øreblad;korvakkeellinen;=;norja;;;;;;
stipulate;korvakkeellinen;=;englanti;;;;;;
stipelförsedd;korvakkeellinen;=;ruotsi;;;;;;
kolmisorminen;kolmisorminen;;suomi;adjektiivi;yhdyssana;;-inen;;
kolmesorminen;kolmisorminen;;suomi;adjektiivi;yhdyssana;;-inen;;
þrífingraður;kolmisorminen;=;islanti;;;;;;
trífringrutur;kolmisorminen;=;fääri;;;;;;
trekoblet;kolmisorminen;=;tanska;;;;;;
trefingret;kolmisorminen;=;tanska;;;;;;
trekoplet;kolmisorminen;=;norja;;;;;;
ternate;kolmisorminen;=;englanti;;;;;;
trifoliate;kolmisorminen;=;englanti;;;;;;
trefingrad;kolmisorminen;=;ruotsi;;;;;;
kolmiotainen;kolmiotainen;;suomi;adjektiivi;yhdyssana;;-inen;;
þrítenntur;kolmiotainen;=;islanti;;;;;;
trítentur;kolmiotainen;=;fääri;;;;;;
tretandet;kolmiotainen;=;tanska;;;;;;
tretannet;kolmiotainen;=;norja;;;;;;
tricuspidate;kolmiotainen;=;englanti;;;;;;
tretandad;kolmiotainen;=;ruotsi;;;;;;
kolmiliuskainen;kolmiliuskainen;;suomi;adjektiivi;yhdyssana;;-inen;;
þrískiptur;kolmiliuskainen;=;islanti;;;;;;
trídeildur;kolmiliuskainen;=;fääri;;;;;;
tríklovin;kolmiliuskainen;=;fääri;;;;;;
tredelt;kolmiliuskainen;=;tanska;;;;;;
trekløvd;kolmiliuskainen;=;norja;;;;;;
trifid;kolmiliuskainen;=;englanti;;;;;;
trekluven;kolmiliuskainen;=;ruotsi;;;;;;
kolmilehtinen;kolmilehtinen;;suomi;adjektiivi;yhdyssana;;-inen;;
þríblaða;kolmilehtinen;=;islanti;;;;;;
tríblaðaður;kolmilehtinen;=;fääri;;;;;;
trebladet;kolmilehtinen;=;tanska;;;;;;
trebladet;kolmilehtinen;=;norja;;;;;;
trifoliate;kolmilehtinen;=;englanti;;;;;;
trebladig;kolmilehtinen;=;ruotsi;;;;;;
kulmikkaanpuikea;kulmikkaanpuikea;;suomi;adjektiivi;yhdyssana;;-eA;;
múrskeiðarlaga;kulmikkaanpuikea;=;islanti;;;;;;
tríhyrntur;kulmikkaanpuikea;=;fääri;;;;;;
múrskeiðarvaksin;kulmikkaanpuikea;=;fääri;;;;;;
murskeformet;kulmikkaanpuikea;=;tanska;;;;;;
mursjeformet;kulmikkaanpuikea;=;norja;;;;;;
trullate;kulmikkaanpuikea;=;englanti;;;;;;
murslevsformig;kulmikkaanpuikea;=;ruotsi;;;;;;
typäkkä;typäkkä;;suomi;adjektiivi;yhdistämätön;;-kkA;;
þverstýfður;typäkkä;=;islanti;;;;;;
tvørskorin;typäkkä;=;fääri;;;;;;
afskåret;typäkkä;=;tanska;;;;;;
tverr;typäkkä;=;norja;;;;;;
truncate;typäkkä;=;englanti;;;;;;
tvär;typäkkä;=;ruotsi;;;;;;
erikokoislehtisyys;erikokoislehtisyys;;suomi;substantiivi;yhdyssana;;-UUs;;
anisophylly;erikokoislehtisyys;=;englanti;;;;;;
anisofylli;erikokoislehtisyys;=;ruotsi;;;;;;
erilaislehtisyys;erilaislehtisyys;;suomi;substantiivi;yhdyssana;;-UUs;;
heterofyllia;erilaislehtisyys;;suomi;substantiivi;yhdyssana;;;;
heterophylly;erilaislehtisyys;=;englanti;;;;;;
heterofylli;erilaislehtisyys;=;ruotsi;;;;;;
halkoinen;halkoinen;;suomi;adjektiivi;yhdistämätön;;-inen;;
kluven;halkoinen;=;ruotsi;;;;;;
kilpilehti;kilpilehti;;suomi;substantiivi;yhdyssana;;;;
sköldformigt blad;kilpilehti;=;ruotsi;;;;;;
kärhilehti;kärhilehti;;suomi;substantiivi;yhdyssana;;;;
tendril leaf;kärhilehti;=;englanti;;;;;;
bladklänge;kärhilehti;=;ruotsi;;;;;;
lehtiaihe;lehtiaihe;;suomi;substantiivi;yhdyssana;;;;
bladanlag;lehtiaihe;=;ruotsi;;;;;;
lehtikiehkura;lehtikiehkura;;suomi;substantiivi;yhdyssana;;;;
bladkrans;lehtikiehkura;=;ruotsi;;;;;;
lehtimehukasvi;lehtimehukasvi;;suomi;substantiivi;yhdyssana;;;;
lehtisukkulentti;lehtimehukasvi;;suomi;substantiivi;yhdyssana;;;;
mehilehtikasvi;lehtimehukasvi;;suomi;substantiivi;yhdyssana;;;;
mehulehtikasvi (vanh.);lehtimehukasvi;;suomi;substantiivi;yhdyssana;;;;
leaf succulent;lehtimehukasvi;=;englanti;;;;;;
bladsuckulent;lehtimehukasvi;=;ruotsi;;;;;;
lehtiseuraanto;lehtiseuraanto;;suomi;substantiivi;yhdyssana;;-ntO;;
leaf sequence;lehtiseuraanto;=;englanti;;;;;;
bladföljd;lehtiseuraanto;=;ruotsi;;;;;;
myöhäislehti;myöhäislehti;;suomi;substantiivi;yhdyssana;;;;
late leaf;myöhäislehti;=;englanti;;;;;;
sen mellanblad;myöhäislehti;=;ruotsi;;;;;;
osainen;osainen;;suomi;adjektiivi;yhdistämätön;;-inen;;
delad;osainen;=;ruotsi;;;;;;
djupt delad;osainen;=;ruotsi;;;;;;
peruselin;peruselin;;suomi;substantiivi;yhdyssana;;;;
grundorgan;peruselin;=;ruotsi;;;;;;
pussilehti;pussilehti;;suomi;substantiivi;yhdyssana;;;;
bag leaf;pussilehti;=;englanti;;;;;;
säcklikt blad;pussilehti;=;ruotsi;;;;;;
selkälehti;selkälehti;;suomi;substantiivi;yhdyssana;;;;
dorsaalilehti;selkälehti;;suomi;substantiivi;yhdyssana;;;;
dorsalblad;selkälehti;=;ruotsi;;;;;;
sormihalkoinen;sormihalkoinen;;suomi;adjektiivi;yhdyssana;;-inen;;
handkluven;sormihalkoinen;=;ruotsi;;;;;;
tyvilehti;tyvilehti;;suomi;substantiivi;yhdyssana;;;;
rotblad;tyvilehti;=;ruotsi;;;;;;
vaippalehti;vaippalehti;;suomi;substantiivi;yhdyssana;;;;
cover leaf;vaippalehti;=;englanti;;;;;;
mantelblad;vaippalehti;=;ruotsi;;;;;;
varhaislehti;varhaislehti;;suomi;substantiivi;yhdyssana;;;;
juvenile leaf;varhaislehti;=;englanti;;;;;;
primärblad;varhaislehti;=;ruotsi;;;;;;
erilehtinen;erilehtinen;;suomi;adjektiivi;yhdyssana;;-inen;;
mehilehti;mehilehti;;suomi;substantiivi;yhdyssana;;;;
mehulehti;mehilehti;;suomi;substantiivi;yhdyssana;;;vanhentunut;
succulent leaf;mehilehti;=;englanti;;;;;;
lehtijäkälä;lehtijäkälä;;suomi;substantiivi;yhdyssana;;;;
foliose lichen;lehtijäkälä;=;englanti;;;;;;
jalot lehtipuut;jalot lehtipuut;;suomi;substantiivi;sanaliitto;;;;
ädellövträd;jalot lehtipuut;=;ruotsi;;;;;;
karstasammalet;karstasammalet;;suomi;substantiivi;yhdyssana;;;;
granite mosses;karstasammalet;=;englanti;;;;;;
rock mosses;karstasammalet;=;englanti;;;;;;
kirjavalehtinen;kirjavalehtinen;;suomi;adjektiivi;yhdyssana;;-inen;;
lehtimetsä;lehtimetsä;;suomi;substantiivi;yhdyssana;;;;
deciduous forest;lehtimetsä;=;englanti;;;;;;
maksasammalet;maksasammalet;;suomi;substantiivi;yhdyssana;;;;
liverworts;maksasammalet;=;englanti;;;;;;
pohjalehtinen;pohjalehtinen;;suomi;adjektiivi;yhdyssana;;-inen;;
pohjaruusukekasvi;pohjalehtinen;;suomi;substantiivi;yhdyssana;;;;
botnplanta;pohjalehtinen;=;islanti;;;;;;
botnplanta;pohjalehtinen;=;fääri;;;;;;
rosetplante;pohjalehtinen;=;tanska;;;;;;
grundskudsplante;pohjalehtinen;=;tanska;;;;;;
bunnskuddplante;pohjalehtinen;=;norja;;;;;;
kortskuddsplante;pohjalehtinen;=;norja;;;;;;
bunnplante;pohjalehtinen;=;norja;;;;;;
isoetidi;pohjalehtinen;;suomi;substantiivi;yhdyssana;;;;
isoëtid;pohjalehtinen;=;englanti;;;;;;
isoetid;pohjalehtinen;=;englanti;;;;;;
rosettväxt;pohjalehtinen;=;ruotsi;;;;;;
sarvisammalet;sarvisammalet;;suomi;substantiivi;yhdyssana;;;;
vatsalehti;vatsalehti;;suomi;substantiivi;yhdyssana;;;;
ventraalilehti;vatsalehti;;suomi;substantiivi;yhdyssana;;;;
lehtiarpi;lehtiarpi;;suomi;substantiivi;yhdyssana;;;;
leaf scar;lehtiarpi;=;englanti;;;;;;
kiehkurainen;kiehkurainen;;suomi;adjektiivi;yhdistämätön;;-inen;;
kransstæður;kiehkurainen;=;islanti;;;;;;
kransstaddur;kiehkurainen;=;fääri;;;;;;
kransstillet;kiehkurainen;=;tanska;;;;;;
kransstilt;kiehkurainen;=;norja;;;;;;
verticillate;kiehkurainen;=;englanti;;;;;;
whorled;kiehkurainen;=;englanti;;;;;;
whorled. -Cf. Whorl. -fig.p.245. / luonnos: kranssittande;kiehkurainen;=;ruotsi;;;;;;
kransställd;kiehkurainen;=;ruotsi;;;;;;
vastasahainen;vastasahainen;;suomi;adjektiivi;yhdyssana;;-inen;ehdotettu;
vastosahainen;vastasahainen;;suomi;adjektiivi;yhdyssana;;-inen;vanhentunut;
retroserratus;vastasahainen;=;englanti;;;;;;
omvändt sågad;vastasahainen;=;ruotsi;;;;;;
kylkilehti;kylkilehti;;suomi;substantiivi;yhdyssana;;;;
lateral leaf;kylkilehti;=;englanti;;;;;;
lateral leaves;kylkilehti;=;englanti;;;;;;
peitinsuomu;peitinsuomu;;suomi;substantiivi;yhdyssana;;;;
nystysahainen;nystysahainen;;suomi;adjektiivi;yhdyssana;;-inen;;
lehtialaindeksi;lehtialaindeksi;;suomi;substantiivi;yhdyssana;;;;
LAI;lehtialaindeksi;;suomi;substantiivi;lyhenne;;;;
leaf area index;lehtialaindeksi;=;englanti;;;;;;
LAI;lehtialaindeksi;=;englanti;;;;;;
lehtiaukko;lehtiaukko;;suomi;substantiivi;yhdyssana;;;;
leaf gap;lehtiaukko;=;englanti;;;;;;
kynnellinen;kynnellinen;;suomi;;;;;;
klófættur;kynnellinen;=;islanti;;;;;;
við nagli;kynnellinen;=;fääri;;;;;;
med negl;kynnellinen;=;tanska;;;;;;
mad kloformet basis;kynnellinen;=;norja;;;;;;
unguiculate;kynnellinen;=;englanti;;;;;;
med kloklik bas;kynnellinen;=;ruotsi;;;;;;
pikkuitiöpesäkelehti;pikkuitiöpesäkelehti;;suomi;substantiivi;yhdyssana;;;;
mikrosporofylli;pikkuitiöpesäkelehti;;suomi;substantiivi;yhdyssana;;;;
microsporophyll;pikkuitiöpesäkelehti;=;englanti;;;;;;
sivusuoni;sivusuoni;;suomi;substantiivi;yhdyssana;;;;
pohjaluku;pohjaluku;;suomi;substantiivi;yhdyssana;;;;
base number;pohjaluku;=;englanti;;;;;;
